-0.53266|-0.33588|0.27431|-0.47801|-0.35825|-0.55135|-0.25949|-0.75982|0.76672|-0.24448|0.34514|0.085831|-0.46661|0.27817|0.058912|0.19951|-0.0091729|0.092928|0.10308|-0.29606|-0.96152|-0.35506|-0.49716|0.35588|-0.48848|-0.97249|-0.47169|0.18097|0.07295|-0.42103|1.4473|-0.012|-0.78578|0.87558|0.47726|1.3328|0.45621|0.53983|0.35923|-0.64738|0.50271|0.56618|-0.34991|0.38115|0.26235|-0.7371|1.1642|-0.83357|0.15256|-0.21117
-0.24994|0.0036471|1.4236|0.85873|-0.62122|-0.12653|-1.4521|-0.80398|-0.30177|-0.050304|0.38546|0.14871|-1.7639|-0.63428|0.22417|-0.70888|-0.67704|1.6502|-0.40788|-2.2667|-0.75398|-0.30691|-0.010914|0.36784|-0.79643|0.54903|-0.82903|0.20627|0.86996|0.35901|0.41665|-0.40342|-1.1417|0.35673|2.1223|-0.36169|-0.25211|-0.15929|0.057943|-0.40356|-0.29149|-0.38575|-0.25396|-1.6915|-0.74305|0.4062|0.064043|-0.68679|0.43802|0.22521
-0.13838|0.30237|0.16984|0.064703|0.12852|-0.33685|0.44458|-1.0839|-1.7334|-0.045141|0.33766|-0.092158|-0.3947|-0.1164|-0.08959|-0.21068|-1.3959|0.19667|0.58341|0.59818|-0.25837|-0.70347|-0.27191|-1.4867|1.0072|-1.3806|-1.4081|-0.54136|-0.63197|-0.27335|0.83142|-0.01971|-0.5031|0.0382|-0.95931|-0.084341|-0.031023|0.90776|-0.59457|1.0749|-0.9399|-0.29598|-0.35559|-0.027017|1.2552|-1.2171|-0.4063|-1.2736|0.53024|-0.75672
0.26909|0.13603|-0.53697|-0.19416|0.42944|-0.13294|0.53324|-0.10567|0.22092|-0.033027|0.10538|-0.083286|-0.40988|-0.37621|-0.39115|0.25998|0.067152|-0.34213|1.2062|0.042669|-0.12081|0.33861|-0.073232|-0.52277|0.79584|-0.87026|0.18258|0.3545|0.19424|0.34881|1.7645|0.80186|-0.54215|-0.55521|-0.60223|-0.50828|-0.20156|0.1992|-1.0443|0.25026|-0.12082|-0.64216|0.025349|-0.38579|0.2446|0.12391|-0.40643|1.4513|0.21081|0.081033
0.57938|0.82062|-1.5871|-1.1985|0.30945|0.45829|-0.10541|-0.99849|-1.8561|0.11954|-0.68363|0.1851|-0.081487|0.52177|-0.57291|-0.083723|-0.015397|-0.30518|-0.36955|0.046521|-0.081846|-0.34378|-1.9046|0.24328|-0.065309|0.065088|-1.403|0.62811|-0.11476|0.29779|1.6718|-1.6138|1.116|-0.15704|0.0035217|0.76453|0.15652|-0.52689|-0.54784|-0.21975|0.5069|-0.12008|-0.075119|0.025023|-0.16516|1.4557|0.48765|-1.1191|-0.51196|-1.0154
-0.5565|0.12175|-0.38042|-0.05982|0.3703|-0.1341|-0.99118|-0.66348|-1.0864|0.43971|-0.34659|0.34583|-0.27262|-1.2019|0.031173|0.060153|0.5402|-0.17826|-0.42305|0.90708|0.22066|-0.0013721|-0.28784|0.03522|-0.054562|-0.67472|0.35971|-0.38006|-0.36991|-0.82102|0.38856|-0.56153|0.27022|-0.77536|0.42931|-0.011954|0.047132|0.29129|0.65535|0.64946|0.17176|0.79659|-0.91662|-0.63663|-0.47763|0.78646|-0.26319|-0.45325|0.090909|0.48164
0.24068|-0.32435|0.37398|-0.81352|-0.47563|0.50026|-1.0037|1.5359|0.39041|-0.15585|-0.02514|-0.29289|1.085|-0.010186|0.65473|-0.86442|-0.49648|0.17552|-0.9561|-0.23058|-0.38533|1.2348|0.76533|0.17748|1.6145|-0.91792|0.15896|0.25128|0.020312|-0.03688|0.96791|-0.18865|0.52764|0.37543|-0.034134|0.25425|0.032548|-0.95931|0.81883|0.21374|-0.71826|0.29343|0.63817|0.13136|0.46799|-0.80726|-0.54063|-1.2418|0.67708|-1.5353
0.81267|0.36779|-0.37614|0.2814|0.44949|0.5371|1.7487|-0.74803|0.19689|0.58724|-0.042416|0.27374|-0.42667|-0.78504|0.17716|-0.14112|0.09303|0.42055|0.60491|-1.4409|-0.15742|-0.28298|-0.2412|-0.35079|0.80095|-0.25382|-1.1241|0.08553|0.70489|0.70151|2.1251|-0.10783|0.21144|-1.3319|0.33911|0.23538|-0.99417|0.55907|0.060188|0.25122|0.2153|0.20443|0.13372|0.60662|-0.80064|0.27913|1.5932|0.92082|-0.20654|0.25933
-0.47873|0.9576|-0.18979|-0.42448|-0.70235|1.7008|0.28266|-0.24317|0.99706|-0.60734|0.59643|-0.10796|0.53332|-0.72187|0.8716|-0.47647|-0.62062|0.2273|0.90467|-0.25605|-0.8616|0.36101|-0.8281|-0.028831|0.25052|-0.79576|-0.44637|-1.0085|-0.42375|0.7434|1.7831|0.9506|-0.15515|-0.90175|-0.7207|0.20182|0.55453|-0.43826|0.93938|-0.70397|-0.3368|-0.73373|0.51217|1.8741|-0.72521|-1.3323|0.001232|0.55162|0.38474|0.5738
-0.41239|0.82575|-0.66468|-0.48464|0.15953|0.808|-0.63526|-0.72201|0.070256|0.81447|-0.66128|0.91699|-0.67799|-0.24268|1.6285|-1.0328|-0.64959|0.1376|0.12216|0.92752|0.39275|0.92571|0.84225|-0.38045|1.0435|-0.77538|-1.014|-0.10492|0.073524|0.09478|0.84641|-1.2523|-0.41374|0.14715|-0.61155|0.19129|0.095221|0.10958|-0.55889|-0.6073|0.50575|-0.31481|-0.75688|-0.18428|-0.64848|-0.2334|0.23675|-0.19465|-0.62513|0.083247
